"timestamp","user_id","session_id","event_name","string_props","numeric_props","os_name","os_version","locale","app_version","app_build_number","engine_name","engine_version","country_code","country_name","region_name"
"2026-03-31 20:22:33","5EB03BD6714B4FDD","177498849022093704","iniciou_incubacao","{""anotacao"":""Sem Anota\u00E7\u00F5es"",""chocadeira_nome"":""CHOCAMAISTOP"",""especie_ave"":""Galinha"",""usuario_premium"":""Sim""}","{""chocadeira_capacidade"":70,""dias_incubacao_definidos"":21,""ovos_inseridos"":70}","Android","16","pt-br","2.1.17","39","","","BR","Brazil","Paraíba"
"2026-03-31 20:18:16","AFBABDE3CF81055D","177498832108277132","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""04    at Android.App.Activity.n_OnCreate_Landroid_os_Bundle_(IntPtr jnienv, IntPtr native__this, IntPtr native_savedInstanceState)""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:18:16","AFBABDE3CF81055D","177498832108277132","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""03    at Microsoft.Maui.MauiAppCompatActivity.OnCreate(Bundle savedInstanceState)""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:18:16","AFBABDE3CF81055D","177498832108277132","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""02    at Microsoft.Maui.Platform.ApplicationExtensions.CreatePlatformWindow(Activity activity, IApplication application, Bundle savedInstanceState)""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:18:16","AFBABDE3CF81055D","177498832108277132","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""01    at Microsoft.Maui.Controls.Application.Microsoft.Maui.IApplication.CreateWindow(IActivationState activationState)""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:18:16","AFBABDE3CF81055D","177498832108277132","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""00 Fatal InvalidOperationException: Both MainPage was set and CreateWindow was overridden to provide a page.""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:18:16","32D48C3A87F6E0AE","177498749679280797","ApplicationCrash","{""2026-03-31T20:18:16.8273409Z"":""00 Fatal InvalidOperationException: Both MainPage was set and CreateWindow was overridden to provide a page.""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:53","32D48C3A87F6E0AE","177498749679280797","started_purchase_flow","{}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:40","32D48C3A87F6E0AE","177498749679280797","clicou_restaurar_backup","{}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:35","32D48C3A87F6E0AE","177498749679280797","clicou_gerar_relatorio","{}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:26","32D48C3A87F6E0AE","177498749679280797","started_purchase_flow","{}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:21","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""Digital Hygrometer Thermometer with Probe"",""produto_url"":""https://s.shopee.com.br/3B30rzpovR""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:19","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""W3001 Digital Temperature Controller"",""produto_url"":""https://s.shopee.com.br/1LbMgoEHkl""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:17:06","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""STC-1000 Digital Temperature Controller"",""produto_url"":""https://s.shopee.com.br/900sxVQsz5""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
